sample_id,lab_nr,density,odor_after,oder_before,foam,foam_height,ph,ec,ts_%,ts_gL,ts_expert,texture_cat,vs_%ts,ts_dewatered,dewatering_efficiency,cod_mg,cod,nh4_mg,nh4,cst,cst_norm,turbidity,TOC,TOC_gL,TKN,TKN_gL,CN,COD_TKN,COD_NH4,TOC_NH4,bulk_H,bulk_S,bulk_V,bulk_R,bulk_G,bulk_B,bulk_hex,super_H,super_S,super_V,super_R,super_G,super_B,super_hex,bulk_color,super_color,contrast,dissimilarity,homogeneity,ASM,energy,correlation,tank_depth,depth_probe,oss_l,oss_w,sludgeheight_st,settledsludge_st,dist2sludge,area_volaser,area,ratio_outvol,area_lw,oss_volume,fs_volume,fs_acc,sb_vol,sb_acc,local_area_name,origin,other,origin_simplified,establishment,nr_residents,building_type,,addl,roof_type,other1,addl2,occupation,education,other2,income,oss_type,oss_type_simplified,other3,baffle,outflow,outflow_to,toilet_type,toilet_type_simplified,nr_users,oss_age,cleansing_material,solid_waste,sw_type,additives,ww_type,seasonal,water_connection,last_emptied,fully_emptied,latitude,longitude,gps_acc,dewatered
049A.2019.10.09-1,110A,NA,Stabilized,NA,Yes,5,7.47,11.44,37.65,NA,low,liquid,84.51,13.4,-64.40903054,74667,74.7,1934,1.9,687.8,18.3,1409,NA,NA,NA,NA,NA,NA,39.31578947,NA,48,57,27,27,23.922,11.61,#453d1e,41,75,64,64,48.8,16,#a37c29,fresh,fresh,0.466727691,0.413655354,0.797955645,0.258912618,0.508834569,0.48282758,270,35,220,140,NA,NA,0.57,2.06,2.06,NA,NA,5.562,0.721,693.2692308,NA,NA,Kuku,Household,NA,Household,+6 quaters,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,Secondary education,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,0.08,Paper,No,NA,Chlorine,Toilet,No,No,Never emptied,System has never been emptied,-15.439815,28.27937167,3,yes
049A.2019.10.09-2,110B,NA,Stabilized,NA,Yes,6,7.51,11.28,2.78,NA,low,liquid,64.68,13.88,399.2805755,68267,68.3,1392,1.4,804,289.5,878,NA,NA,NA,NA,NA,NA,48.78571429,NA,47,64,26,26,22.39466667,9.36,#423918,42,74,58,58,45.124,15.08,#947326,fresh,fresh,0.36934537,0.356088631,0.823280764,0.300678362,0.548341465,0.36105224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
049A.2019.10.09-3,110C,NA,Stabilized,NA,Yes,5,7.32,11.22,14.21,NA,low,liquid,69.89,12.36,-13.0190007,78933,78.9,2153,2.2,685.9,48.3,826,NA,NA,NA,NA,NA,NA,35.86363636,NA,48,60,27,27,23.76,10.8,#453d1c,51,65,72,72,64.98,25.2,#b8a640,middle,middle,0.440208663,0.391887932,0.808117278,0.226946073,0.476388573,0.532082506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
055B.2019.10.09,111,NA,Stabilized,NA,No,0,7.93,6.02,11.69,NA,high,textured,19.13,NA,NA,100267,100.3,2800,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.82142857,NA,46,33,20,20,18.46,13.4,#332f22,NA,NA,NA,NA,NA,NA,NA,middle,NA,10.72314032,1.243217952,0.702280902,0.159237169,0.399045322,0.386466668,210,158,NA,NA,NA,NA,0.5,0.635213186,0.635213186,NA,NA,1.333947691,1.016341098,23.09866132,NA,NA,John Howard,Household,NA,Household,NA,11,Cement block walls,NA,NA,Asbestos,NA,NA,Driver,Primary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,11,4,Paper,Yes,Plastic and paper,Yes,Toilet,No,No,Never emptied,System has never been emptied,-15.46875167,28.28049167,4.5,no
054B.2019.10.09,112,NA,Stabilized,NA,Yes,3,7.74,2.37,6.45,NA,low,liquid,77.16,6.09,-5.581395349,26667,26.7,370,0.37,81.8,12.7,157,NA,NA,NA,NA,NA,NA,72.16216216,NA,43,39,14,14,12.453,8.54,#242016,49,23,92,92,88.12066667,70.84,#ebe1b5,stabilized,stabilized,0.295888315,0.294689871,0.852774909,0.301281067,0.548890761,0.464521922,180,NA,NA,NA,140,45,0.36,1.350872984,1.350872984,NA,NA,2.431571371,1.945257097,4.863142742,0.607892843,1.519732107,Chawama,Office building,NA,Non-household,NA,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,No,NA,Cistern flush,wet,40,10,Paper,Yes,Plastic,Yes,Toilet Bathing,No,Yes,Never emptied,System has never been emptied,-15.47682,28.27748333,4.7,yes
056B.2019.10.10,113,NA,Middle,NA,No,0,7.45,16.11,16.11,NA,high,textured,69.21,NA,NA,122667,122.7,3071,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.58064516,NA,42,62,31,31,25.234,11.78,#4f401e,NA,NA,NA,NA,NA,NA,NA,fresh,NA,23.45402057,2.514667228,0.549645378,0.058684418,0.24224867,0.617279311,235,90,NA,NA,NA,NA,1.32,1.351231712,1.351231712,NA,NA,3.175394523,1.391768663,34.79421659,NA,NA,Matero,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman ,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,8,5,Paper,Yes,Paper and clothe,No,Toilet,Yes,No,Never emptied,System has never been emptied,-15.37643333,28.24890667,4.8,no
056A.2019.10.10,114,NA,Stabilized,NA,Yes,2,8.11,10.52,8.59,NA,low,liquid,44.4,26.09,203.7252619,42667,42.7,1830,1.8,303.8,35.4,698,NA,NA,NA,NA,NA,NA,23.72222222,NA,60,21,14,14,14,11.06,#24241c,45,68,73,73,60.59,23.36,#ba9b3c,stabilized,middle,0.20868937,0.199501549,0.901010823,0.284097204,0.533007696,0.801277918,210,72,210,100,NA,NA,1.28,1.78,1.78,NA,NA,3.738,1.4596,121.6333333,NA,NA,George,Household,NA,Household,NA,3,Cement block walls,NA,NA,Asbestos,NA,NA,Fuel attendant,Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,1,Paper,No,NA,Ash,Toilet,No,No,Never emptied,System has never been emptied,-15.38714333,28.239535,4.5,yes
057B.2019.10.10,115,NA,Stabilized,NA,Yes,5,7.56,11.35,10.11,NA,low,liquid,35.68,32.48,221.2660732,10667,10.7,1919,1.9,1397.9,138.2,1783,NA,NA,NA,NA,NA,NA,5.631578947,NA,50,41,23,23,21.42833333,13.57,#3b3723,35,82,53,53,34.89166667,9.54,#875918,middle,fresh,0.464479142,0.379201521,0.817571107,0.191363087,0.437450668,0.673891765,137,45,NA,NA,NA,NA,0.77,1.264706931,1.264706931,NA,NA,1.732648496,0.569118119,23.71325497,NA,NA,Matero,Household,NA,Household,NA,12,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Secondary education,NA,501-1000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,14,Paper,Yes,Clothe and plastic,No,Toilet,Yes,Yes,1,No,-15.378895,28.25065,4.9,yes
061A.2019.10.10,116,NA,Middle,NA,No,0,7.4,15.89,14.31,NA,middle,textured,63.88,NA,NA,33067,33.1,2367,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.79166667,NA,48,61,25,25,21.95,9.75,#403819,NA,NA,NA,NA,NA,NA,NA,middle,NA,22.62301937,2.548934854,0.520743637,0.058760891,0.242406457,0.47606465,145,35,180,89,NA,NA,1.06,0.7,0.7,NA,NA,1.015,0.273,2.73,NA,NA,George,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,None,NA,0-500 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,10,Paper,No,NA,Chlorine,Toilet,No,No,Never emptied,System has never been emptied,-15.38374333,28.232955,4.7,no
059B.2019.10.10,117,NA,Stabilized,NA,Yes,2,8,12.26,20.12,NA,middle,textured,32.49,NA,NA,4267,4.3,1695,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529411765,NA,80,10,12,11.6,12,10.8,#1e1f1c,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,54.9426576,3.568384638,0.581120248,0.153256823,0.391480298,0.442531836,202,88,NA,NA,NA,NA,0.97,0.830528,0.830528,NA,NA,1.67766656,0.8720544,36.3356,NA,NA,Lilanda,Household,NA,Household,NA,8,Brick walls,NA,NA,Asbestos,NA,NA,Private company worker ,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,8,3,Paper,Yes,Cloth,No,Toilet,No,Yes,Never emptied,System has never been emptied,-15.37085167,28.23795667,4.8,no
060B.2019.10.10,118,NA,Stabilized,NA,No,0,7.97,14.51,22.19,NA,high,textured,84.35,NA,NA,71467,71.5,2133,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.04761905,NA,46,59,23,23,19.83366667,9.43,#3b3318,NA,NA,NA,NA,NA,NA,NA,middle,NA,20.06606546,2.474331,0.50993832,0.065932378,0.25677301,0.394645572,160,58,190,128,NA,NA,0.58,1.18,1.18,NA,NA,1.888,1.2036,12.036,NA,NA,Zingalume,Household,NA,Household,NA,10,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,10,Paper,Yes,Plastic,Yes,Toilet,No,Yes,Never emptied,System has never been emptied,-15.37166167,28.23276667,4.9,no
061B.2019.10.10,119,NA,Middle,NA,No,0,7.01,17.13,34.28,NA,high,textured,62.38,NA,NA,103467,103.5,2586,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.80769231,NA,46,48,28,28,24.864,14.56,#473f25,NA,NA,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,80,30,250,180,NA,NA,0.35,0.93,0.93,NA,NA,0.744,0.279,0.715384615,NA,NA,Barlastone,House of worship,NA,Non-household,NA,NA,Cement block walls,NA,NA,Metal sheets,NA,NA,NA,NA,NA,NA,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,130,3,Paper,Yes,Clothe,No,Toilet,No,Yes,Never emptied,System has never been emptied,-15.37561167,28.22761167,5,no
058B.2019.10.10,120,NA,Stabilized,NA,Yes,2,7.88,2.45,5.46,NA,low,liquid,92.98,32.63,497.6190476,29867,29.9,235,0.2,175.7,32.2,349,NA,NA,NA,NA,NA,NA,149.5,NA,120,9,9,8.19,9,8.19,#151715,52,38,89,89,84.49066667,55.18,#e3d78d,stabilized,stabilized,9.674382033,0.787202546,0.847319535,0.449477056,0.6704305,0.640985153,210,NA,NA,NA,85,54,0.75,1.496339475,1.496339475,NA,NA,3.142312897,2.020058291,31.07781986,0.808023316,12.43112794,George,Household,NA,Household,NA,13,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,Secondary education,NA,501-1000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Pour-flush,wet,13,5,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,No,Never emptied,System has never been emptied,-15.373285,28.242405,3.7,yes
059A.2019.10.10,121,NA,Stabilized,NA,Yes,4,8.31,10.98,15.12,NA,low,liquid,21.05,5.66,-62.56613757,45867,45.9,1158,1.2,487.1,32.2,1067,NA,NA,NA,NA,NA,NA,38.25,NA,57,47,16,16,15.624,8.48,#292816,38,81,52,52,36.556,9.88,#855d19,middle,fresh,0.3239134,0.302958854,0.850511048,0.306015698,0.553186857,0.639328011,270,170,210,170,NA,NA,0.59,1.98,1.98,NA,NA,5.346,3.366,124.6666667,NA,NA,George,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Site clerk,Secondary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,9,3,Paper,Yes,Papers rugs bottles,Ash,Toilet Bathing,Yes,No,Never emptied,System has never been emptied,-15.38210333,28.23664333,4.9,yes
062A.2019.10.10,122,NA,Stabilized,NA,Yes,5,8.19,21.4,0.97,NA,low,liquid,63.54,7.11,632.9896907,122667,122.7,183,0.17,357.8,367.2,427,NA,NA,NA,NA,NA,NA,721.7647059,NA,48,75,19,19,16.15,4.75,#30290c,51,68,80,80,71.84,25.6,#ccb741,middle,middle,0.37118184,0.273739212,0.871114741,0.286325452,0.535093872,0.651647461,225,120,160,140,NA,NA,1.03,1.21,1.21,NA,NA,2.7225,1.4762,328.0444444,NA,NA,Zingalume,Household,NA,Household,NA,9,Cement block walls,NA,NA,Corrugated iron,NA,NA,Retired teacher,Tertiary education,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,9,0.5,Paper,Yes,Tissue paper plastics,Used oil & ashes,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.37114333,28.23299167,4.5,yes
060A.2019.10.10,123,NA,Middle,NA,No,0,6.93,14.96,13.7,NA,middle,textured,80.56,NA,NA,161067,161.1,6778,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69117647,NA,43,73,33,33,26.1745,8.91,#544317,NA,NA,NA,NA,NA,NA,NA,fresh,NA,20.89377038,2.133934396,0.60594043,0.098137194,0.313268565,0.478355172,210,30,220,140,NA,NA,1.63,1.6,1.6,NA,NA,3.36,0.48,9.795918367,NA,NA,Zingalume,Household,NA,Household,NA,7,Cement block walls,NA,NA,Corrugated iron,NA,NA,Retired forts cordinator,Tertiary education,NA,I don't want to say,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,7,7,Paper,No,NA,Chlorine,Toilet Bathing,No,No,Never emptied,System has never been emptied,-15.37961333,28.23239667,4.9,no
057A.2019.10.10,124,NA,Stabilized,NA,Yes,4,8.21,17.75,9,NA,low,liquid,64.61,18.17,101.8888889,68267,68.3,5360,5.4,4361.7,484.6,1471,NA,NA,NA,NA,NA,NA,12.64814815,NA,47,67,19,19,16.24183333,6.27,#302910,35,84,45,45,29.25,7.2,#734b12,middle,fresh,0.358594976,0.310714286,0.848033735,0.289834678,0.538362961,0.488876656,225,125,260,140,NA,NA,0.94,1.39,1.39,NA,NA,3.1275,1.8209,22.76125,NA,NA,George,Household,NA,Household,2 quarters making one house,9,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Primary education,NA,0-500 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,8,Paper,No,NA,Chlorine,Toilet Bathing,No,No,Never emptied,System has never been emptied,-15.38556667,28.23747167,4.7,yes
058A.2019.10.10,125,NA,Stabilized,NA,Yes,10,7.56,5.86,2.78,NA,low,liquid,NA,15.45,455.7553957,33067,33.1,688,0.7,544,195.9,1048,NA,NA,NA,NA,NA,NA,47.28571429,NA,49,64,21,21,18.536,7.56,#362f13,44,76,72,72,57.408,17.28,#b8922c,middle,middle,0.294851802,0.271653824,0.866393634,0.326787528,0.571653329,0.571847331,195,100,117,105,NA,NA,0.88,0.58,0.58,NA,NA,1.131,0.6206,310.3,NA,NA,George,Household,NA,Household,quater,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Businessman,Primary education,NA,0-500 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,8,0.25,Paper,Yes,Bottles plastics paper,Ash & chlorine,Laundry Toilet,I don't know,Yes,Never emptied,System has never been emptied,-15.38260667,28.239505,5,yes
063B.2019.10.11,126,NA,Stabilized,NA,No,0,7.62,19.33,15.01,NA,middle,textured,68.55,NA,NA,177067,177.1,6559,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.83333333,NA,42,60,22,22,18.04,8.8,#382e16,NA,NA,NA,NA,NA,NA,NA,middle,NA,15.07786072,1.70967235,0.630723715,0.140600162,0.374966881,0.340697695,230,77,173,144,NA,NA,1.53,1.84,1.84,NA,NA,4.232,1.4168,35.42,NA,NA,Mutendere,Household,NA,Household,NA,10,Cement block walls,NA,One house with 3 entries each entry represents each tenant,Corrugated iron,NA,NA,Farmer,Primary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,4,Paper,Yes,Plastic (dippers),No,Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.39952667,28.34726167,3.9,no
064B.2019.10.11,127,NA,Stabilized,NA,Yes,5,8.23,6.98,3.22,NA,low,liquid,50.98,21.74,575.1552795,33067,33.1,1309,1.3,187,58,284,NA,NA,NA,NA,NA,NA,25.46153846,NA,58,31,11,11,10.88633333,7.59,#1c1c13,47,46,78,78,70.226,42.12,#c7b36b,stabilized,stabilized,0.193763835,0.193738391,0.903133349,0.491766379,0.701260564,0.450131666,260,NA,220,148,220,148,1,2.265261508,2.265261508,NA,NA,8.4656,6.200338492,51.66948743,3.352587032,27.93822527,Mutendere,Household,NA,Household,NA,12,Cement block walls,NA,1 main hous and 3 semi dittached 1 roomed  flats,Corrugated iron,NA,NA,General worker,Secondary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,12,10,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.401255,28.34830333,4.6,yes
065B.2019.10.11,128,NA,Stabilized,NA,No,0,8.06,14.66,17.96,NA,middle,liquid,51.88,NA,NA,253867,253.9,3055,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.90322581,NA,38,62,21,21,16.226,7.98,#362914,NA,NA,NA,NA,NA,NA,NA,middle,NA,2.872614792,0.61669396,0.783776646,0.301483212,0.549074869,0.408273281,215,84,133,100,NA,NA,1.37,0.949746624,0.949746624,NA,NA,2.041955243,0.740802367,13.46913395,NA,NA,Mutendere,Household,NA,Household,NA,11,Cement block walls,NA,NA,Corrugated iron,NA,NA,business man (landlord),Primary education,NA,1001-2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,11,5,Paper,Yes,Clothe,No,Toilet,No,Yes,Never emptied,System has never been emptied,-15.40001333,28.35303333,4.8,no
066B.2019.10.11,129,NA,Stabilized,NA,Yes,4,7.71,2.55,8.81,NA,middle,liquid,56.02,NA,NA,52267,52.3,579,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.16666667,NA,120,5,7,6.65,7,6.65,#111211,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,0.231289807,0.066491593,0.972474444,0.886516065,0.941549821,0.137523687,220,150,185,143,125,100,0.43,1.5,2.6455,1.763666667,2.6455,5.8201,4.682535,133.7867143,2.6455,75.58571429,Mutendere,Household,NA,Household,NA,7,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman ,Secondary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,Yes,Yes,Soak pit,Cistern flush,wet,7,5,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.40352333,28.36046167,2,no
067B.2019.10.11,130,NA,Stabilized,NA,No,0,6.56,13.33,20.86,NA,high,textured,38.44,NA,NA,156800,156.8,3384,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11764706,NA,49,49,17,17,15.47283333,8.67,#2b2716,NA,NA,NA,NA,NA,NA,NA,middle,NA,4.605310599,0.841647993,0.757945187,0.329338723,0.573880409,0.346236403,200,120,180,120,NA,NA,0.33,1.76,1.76,NA,NA,3.52,2.112,32.49230769,NA,NA,Mutendere,Household,NA,Household,NA,13,Cement block walls,NA,NA,Corrugated iron,NA,NA,Government employee (beriff),Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,5,Paper,Yes,Clothe,No,Toilet,No,No,Never emptied,System has never been emptied,-15.39951,28.37049167,4.2,no
065A.2019.10.11,131,NA,Stabilized,NA,Yes,3,7.4,1.003,5.98,NA,low,liquid,35.28,15.78,163.8795987,145067,145.1,4922,4.9,200.9,33.6,483,NA,NA,NA,NA,NA,NA,29.6122449,NA,48,20,10,10,9.6,8,#1a1814,50,35,80,80,75.33333333,52,#ccc085,stabilized,stabilized,0.115216285,0.114969867,0.942539708,0.398935036,0.631613043,0.778710697,200,140,355,190,100,65,0.61,1.48,1.48,NA,NA,2.96,2.0572,12.77763975,0.962,5.97515528,Ibex Hill,Household,NA,Household,NA,7,Cement block walls,NA,NA,Asbestos,NA,NA,Manager,Postgraduate education or higher,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Cistern flush,wet,7,23,Paper,Yes,NA,No,Bathing Kitchen Toilet,No,Yes,Never emptied,System has never been emptied,-15.41285833,28.371095,4.3,yes
064A.2019.10.11,132,NA,Stabilized,NA,Yes,2,7.52,1.481,8.64,NA,low,liquid,41.75,NA,NA,68267,68.3,586,0.57,192.7,22.3,525,NA,NA,NA,NA,NA,NA,119.8245614,NA,120,6,7,6.58,7,6.58,#111211,45,45,68,68,60.35,37.4,#ad9a5f,stabilized,stabilized,NA,NA,NA,NA,NA,NA,210,60,300,265,210,60,1.66,3.44,5.16,2.311046512,7.95,10.836,2.2704,75.68,3.096,103.2,Sunndale,Household,NA,Household,NA,3,Cement block walls,NA,NA,Roof tiles,NA,NA,Business,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,Yes,No,NA,Cistern flush,wet,3,10,Paper,No,NA,No,Toilet Bathing Kitchen,Yes,Yes,Never emptied,System has never been emptied,-15.41292,28.336265,5,yes
063A.2019.10.11,133,NA,Stabilized,NA,No,0,8.5,17.03,13.85,NA,middle,liquid,50.14,NA,NA,135467,135.5,4755,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.22916667,NA,43,70,17,17,13.62833333,5.1,#2b230d,NA,NA,NA,NA,NA,NA,NA,middle,NA,NA,NA,NA,NA,NA,NA,250,145,143,90,NA,NA,0.94,2,2,NA,NA,5,3.12,44.57142857,NA,NA,Kalingalinga,Household,NA,Household,NA,14,Brick walls,NA,NA,Other (please specify),Iron sheets,NA,Business,None,NA,0-500 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,14,5,Paper,No,NA,No,Bathing,Yes,Yes,Never emptied,System has never been emptied,-15.40353833,28.340245,4.3,no
067A.2019.10.22,134,NA,Middle,NA,No,0,7.77,16.96,20.84,NA,middle,textured,49.43,NA,NA,29867,29.9,3608,3.61,NA,NA,NA,9.090909091,NA,1.7556,NA,5.178234843,NA,8.282548476,NA,40,80,12,12,8.8,2.4,#1f1606,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,2.830981725,0.467758106,0.860315408,0.486117054,0.697220951,0.449242841,100,40,160,140,NA,NA,0.7,0.93,0.93,NA,NA,0.93,0.92349,230.8725,NA,NA,SOS,Household,NA,Household,Well established,4,Brick walls,NA,Good blocks,Corrugated iron,NA,It's well roofed,Busness,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,4,>50,Paper,Yes,"Plastic,clothes.",Chemicals,Toilet,No,No,0.5,No,-15.35197333,28.27618167,4.4,no
066A.2019.10.22,135,NA,Stabilized,NA,No,0,7.92,19.44,22.44,NA,middle,textured,41.98,NA,NA,20267,20.3,5459,5.46,NA,NA,NA,9.304812834,NA,1.218,NA,7.639419404,NA,3.717948718,NA,55,50,9,9,8.625,4.5,#17160b,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,23.58929457,2.163677968,0.666376356,0.235262602,0.485038763,0.51898423,85,60,164,100,NA,NA,30,0.45,0.45,NA,NA,0.3825,0.2475,123.75,NA,NA,Chaisa,Household,NA,Household,Household,7,Brick walls,NA,Some cracks,Corrugated iron,NA,Not proper,Nil,Secondary education,NA,501-1000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,12,I don't know,Paper,Yes,Plastics,Chemicals,Toilet,No,No,0.08,No,-15.37820333,28.28247167,4.1,no
068B.2019.10.22-1,136,NA,Stabilized,NA,Yes,3,7.97,3.12,0.58,NA,low,liquid,68.54,4.73,715.5172414,125867,125.9,411,0.41,13.9,24.1,96.9,NA,NA,NA,NA,NA,NA,307.0731707,NA,33,78,15,15,9.735,3.3,#261908,51,29,85,85,81.3025,60.35,#d9cf9a,stabilized,stabilized,0.11203765,0.110781518,0.944734854,0.423830153,0.65102239,0.890939247,295,215,418,264,210,22,30,2.1,2.1,NA,NA,6.195,4.515,347.3076923,0.462,35.53846154,Chipata,Household,NA,Household,NA,13,Cement block walls,NA,NA,Asbestos,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Pour-flush,wet,13,1,Paper,Yes,Plastics,Chlorine,Bathing Toilet Laundry,No,Yes,Never emptied,System has never been emptied,-15.36567167,28.29097,3.1,yes
068B.2019.10.22-2,137,NA,Stabilized,NA,Yes,4,7.89,3.08,0.59,NA,low,liquid,49.41,6.99,1084.745763,97067,97.1,202,0.2,15.9,26.8,104,NA,NA,NA,NA,NA,NA,485.5,NA,35,81,11,11,7.2875,2.09,#1c1305,51,32,82,82,78.064,55.76,#d1c78e,stabilized,stabilized,0.022025668,0.022025668,0.988987166,0.852190194,0.923141481,0.919901041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
068A.2019.10.22-1,138,NA,Stabilized,NA,Yes,5,8.03,5.73,3.08,NA,low,liquid,60.43,14.8,380.5194805,39467,39.5,1055,1.05,183.2,59.4,363,9.518716578,NA,0.84,NA,11.33180545,NA,37.61904762,NA,60,14,3,3,3,2.58,#080807,40,58,73,73,58.88666667,30.66,#ba964e,stabilized,middle,0.033875905,0.033875905,0.983062047,0.836446288,0.914574375,0.74106015,245,200,180,130,200,65,40,1.43,2.145,1.636363636,2.34,5.25525,4.39725,146.575,1.39425,46.475,SOS,Household,NA,Household,Septic,10,Brick walls,NA,Bricks and cement,Other (please specify),Septic tank,None,Retired,Secondary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,Yes,Yes,Soak pit,Pour-flush,wet,10,7,Paper,No,,Nil,Toilet,No,No,3,Yes,-15.34994667,28.2711,5,yes
