sample_id,lab_nr,density,odor_after,oder_before,foam,foam_height,ph,ec,ts_%,ts_gL,ts_expert,texture_cat,vs_%ts,ts_dewatered,dewatering_efficiency,cod_mg,cod,nh4_mg,nh4,cst,cst_norm,turbidity,TOC,TOC_gL,TKN,TKN_gL,CN,COD_TKN,COD_NH4,TOC_NH4,bulk_H,bulk_S,bulk_V,bulk_R,bulk_G,bulk_B,bulk_hex,super_H,super_S,super_V,super_R,super_G,super_B,super_hex,bulk_color,super_color,contrast,dissimilarity,homogeneity,ASM,energy,correlation,tank_depth,depth_probe,oss_l,oss_w,sludgeheight_st,settledsludge_st,dist2sludge,area_volaser,area,ratio_outvol,area_lw,oss_volume,fs_volume,fs_acc,sb_vol,sb_acc,local_area_name,origin,other,origin_simplified,establishment,nr_residents,building_type,,addl,roof_type,other1,addl2,occupation,education,other2,income,oss_type,oss_type_simplified,other3,baffle,outflow,outflow_to,toilet_type,toilet_type_simplified,nr_users,oss_age,cleansing_material,solid_waste,sw_type,additives,ww_type,seasonal,water_connection,last_emptied,fully_emptied,latitude,longitude,gps_acc,dewatered
096A.2019.11.04,203,1.0542,Stabilized,Middle,Yes,5,7.98,3.88,1.52,15.99,,,50.69,14.9,880.2631579,18133,18.1,644,0.64,47.1,31.1,53.8,9.197860963,1.470737968,1.68,0.268632,5.47491724,10.77380952,28.28125,2.298028075,48,20,10,10,9.6,8,#1a1814,55,15,90,90,88.875,76.5,#e6e3c3,stabilized,stabilized,0.221017054,0.22088062,0.889573333,0.319099877,0.564889261,0.613951172,300,200,155,150,200,55,46,1.77,1.77,NA,NA,5.31,4.4958,749.3,0.9735,162.25,Kamwala South,Household,NA,Household,NA,6,Brick walls,NA,NA,Asbestos,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Pour-flush,wet,6,1,Paper,No,,Chlorine,Toilet Bathing Laundry,I don't know,Yes,Never emptied,System has never been emptied,-15.461065,28.30228333,4.2,yes
097A.2019.11.04,204,1.1813,Fresh,Fresh,No,0,6.78,13.89,13.68,161.65,,,39.3,NA,NA,155733,155.7,2172,2.17,NA,NA,NA,10.53475936,17.02943851,1.204,1.946266,9.191912059,129.3189369,71.75115207,7.847667514,47,44,20,20,18.09333333,11.2,#332e1d,NA,NA,NA,NA,NA,NA,NA,middle,NA,6.636526017,1.18766654,0.683220411,0.143663248,0.37902935,0.608425407,130,65,222,120,NA,NA,66,0.78,0.78,NA,NA,1.014,0.4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,no
098A.2019.11.04,205,1.05,Stabilized,Stabilized,Yes,5,7.89,4.72,0.79,8.27,,,37.64,17.76,2148.101266,30933,30.9,316,0.32,21.4,27.2,33,8.449197861,0.698748663,3.192,0.2639784,2.646991811,9.680451128,96.5625,2.183589572,60,14,8,8,8,6.88,#141412,54,17,93,93,91.419,77.19,#ede9c5,stabilized,stabilized,0.159328184,0.158263109,0.920974953,0.502464644,0.708847405,0.74630805,215,145,240,200,NA,NA,85,3,3,NA,NA,6.45,3.9,30,NA,NA,Libala South ,Household,NA,Household,NA,13,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business house ,Tertiary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,13,10,Paper,Yes,Plastics,"Chlorine, enzymes",Toilet,Yes,No,Never emptied,System has never been emptied,-15.46192833,28.31321833,4.9,yes
099A.2019.11.04,206,1.1749,Middle,Middle,No,0,7.76,18.94,17.93,210.65,,,70.87,NA,NA,149333,149.3,4799,4.8,NA,NA,NA,16.14973262,34.01941176,2.114,4.453141,8.084002832,70.6244087,31.10416667,7.087377451,50,44,22,22,20.38666667,12.32,#38341f,NA,NA,NA,NA,NA,NA,NA,middle,NA,9.720057485,1.351304769,0.664730723,0.127024983,0.356405644,0.368835003,210,90,160,210,NA,NA,153,2.06,2.06,NA,NA,4.326,1.1742,24.4625,NA,NA,Jack Compound,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,8,6,Paper,Yes,Plastic,Chlorine,Toilet,I don't know,Yes,Never emptied,System has never been emptied,-15.47833,28.29750333,4.9,no
0100A.2019.11.04,207,1.0588,Middle,Middle,Yes,12,8.13,23.5,1.83,19.4,,,57.98,13,610.3825137,27733,27.7,2714,2.71,390,212.9,1049,9.839572193,1.908877005,2.17,0.42098,4.534365066,12.76497696,10.22140221,0.704382659,46,59,17,17,14.65966667,6.97,#2b2512,48,77,71,71,60.066,16.33,#b5992a,middle,middle,0.250242411,0.247606971,0.876460058,0.381895892,0.617977259,0.527634764,300,80,220,135,NA,NA,43,0.44,0.44,NA,NA,1.32,1.1308,35.3375,NA,NA,Lusaka South/Jack,Household,NA,Household,NA,8,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Tertiary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Pour-flush,wet,8,4,Paper,Yes,Plastics,Chlorine,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.48151333,28.31172833,2.2,yes
0101A.2019.11.04,208,1.0554,Stabilized,Stabilized,Yes,4,7.46,1.3376,1.64,17.28,,,52.48,23.78,1350,21333,21.3,129,0.13,404.9,247.3,96,9.625668449,1.663315508,1.848,0.3193344,5.208695048,11.52597403,163.8461538,12.79473468,48,18,11,11,10.604,9.02,#1c1b17,55,10,92,92,91.23333333,82.8,#ebe9d3,stabilized,stabilized,0.256308634,0.229298375,0.886933401,0.461474559,0.679319188,0.517062987,225,150,170,270,152,62,59,2.11,2.11,NA,NA,4.7475,3.5026,58.37666667,1.3082,21.80333333,Lilayi,Household,NA,Household,NA,10,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Pour-flush,wet,12,5,Paper,No,,"Chlorine, enzymes",Toilet Bathing Laundry Kitchen,I don't know,Yes,Never emptied,System has never been emptied,-15.48405,28.304895,4.9,yes
0102B.2019.11.04,209,1.0672,Stabilized,Stabilized,Yes,3,7.53,1.576,2.12,22.6,,,56.29,18.81,787.2641509,27733,27.7,147,0.15,116.4,55,174,7.807486631,1.764491979,0.42,0.09492,18.58925388,65.95238095,184.6666667,11.76327986,48,14,14,14,13.608,12.04,#24231f,60,3,100,100,100,97,#fffff7,stabilized,stabilized,0.187420938,0.175035401,0.913419058,0.592787946,0.769927234,0.479023401,190,80,250,250,75,28,76,3.94,3.94,NA,NA,7.486,4.4916,NA,1.1032,NA,Makeni,Household,NA,Household,NA,7,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Tertiary education,NA,>2000 ZMK,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,7,I don't know,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,I don't know,I don't know,-15.46613,28.22698833,3,yes
0103B.2019.11.04,210,1.0488,Stabilized,Stabilized,No,0,7.59,1.355,0.78,8.2,,,54.1,13.07,1575.641026,14933,14.9,169,0.17,11.1,14.2,50,9.625668449,0.789304813,1.372,0.112504,7.01579333,10.86005831,87.64705882,4.642969487,60,9,9,9,9,8.19,#171715,60,5,99,99,99,94.05,#fcfcf0,stabilized,stabilized,0.168261335,0.166453207,0.916954209,0.438123369,0.661908883,0.884259458,230,110,260,240,110,15,79,2.49,3.735,2.506024096,6.24,8.5905,5.63985,28.19925,0.56025,2.80125,Makeni,Household,NA,Household,Housing complex with about 28 stand alone structures(houses),100,Cement block walls,NA,NA,Roof tiles,NA,All have maroon roof tiles,Businessman,Postgraduate education or higher,NA,I don't kNow,Septic tank,Septic tank,NA,Yes,Yes,Soak pit,Cistern flush,wet,100,2,Paper Water,Yes,Plastic,Yes,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.47784667,28.24533,4.4,yes
0104B.2019.11.04,211,1.141,Stabilized,Stabilized,No,0,7.39,1.599,16.74,191.02,,,52.48,NA,NA,117333,117.3,338,0.34,NA,NA,NA,9.518716578,18.18265241,0.91,1.738282,10.46012811,128.9010989,345,53.47838943,0,0,100,100,100,100,#ffffff,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,21.06452583,1.814035317,0.71180054,0.24959262,0.499592454,0.387206558,180,50,150,200,NA,NA,127,0.4,0.4,NA,NA,0.72,0.212,35.33333333,NA,NA,Makeni,Household,NA,Household,NA,2,Cement block walls,NA,NA,Roof tiles,NA,Green tiles,Businessman,Postgraduate education or higher,NA,I don't kNow,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Pour-flush,wet,2,3,Paper,No,,No,Toilet Bathing,No,No,Never emptied,System has never been emptied,-15.49902667,28.23494,2.4,no
0105B.2019.11.04,212,1.112,Stabilized,Stabilized,No,0,7.16,0.721,30.69,341.3,,,18.7,NA,NA,40533,40.5,48,0.05,NA,NA,NA,6.631016043,22.63165775,1.68,5.73384,5.050505051,24.10714286,810,452.6331551,30,11,15,15,14.175,13.35,#262422,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,56.62777723,3.916826243,0.545237783,0.103368831,0.321510235,0.569959778,205,40,160,160,25,22,159,1.37,1.37,NA,NA,2.8085,0.6302,15.755,0.3014,7.535,Makeni,Household,NA,Household,NA,1,Cement block walls,NA,NA,Metal sheets,NA,Green roof,Farmer,Tertiary education,NA,I don't kNow,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,1,>40,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.47766833,28.22877,4,no
0107B.2019.11.04-1,213,1.0606,Stabilized,Stabilized,No,0,7.53,1.415,1.77,18.75,,,61.52,14.55,722.0338983,30933,30.9,165,0.17,20.3,11.5,17,8.983957219,1.684491979,1.428,0.26775,6.291286568,21.63865546,181.7647059,9.908776344,60,11,7,7,7,6.23,#121210,52,6,98,98,97.216,92.12,#faf8eb,stabilized,stabilized,0.253992476,0.247114926,0.877024106,0.441134761,0.664179766,0.501320927,195,126,160,160,53,128,60,1.73,1.73,NA,NA,3.3735,2.3355,0.07785,2.2144,0.073813333,Linda,Other (please specify),Zambia natinal service barraks,Non-household,Army barracks,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,1000,>30,Paper,Yes,Plastic,Yes,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.51603,28.24063833,4.5,yes
0107B.2019.11.04-2,214,1.0511,Stabilized,Stabilized,No,0,7.52,1.425,1.96,20.65,,,56.65,15.46,688.7755102,37333,37.3,148,0.15,28,14.2,16,9.679144385,1.998743316,3.36,0.69384,2.907271303,11.10119048,248.6666667,13.32495544,60,12,7,7,7,6.16,#121210,57,7,98,98,97.657,91.14,#faf9e8,stabilized,stabilized,0.301043705,0.298943785,0.850709924,0.315336693,0.561548478,0.469785702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes
0106B.2019.11.04,215,1.0561,Stabilized,Stabilized,No,0,7.86,1.126,0.13,1.4,,,49.9,1.95,1400,53333,53.3,55,0.06,9.1,68.5,4,8.021390374,0.112299465,0,0,NA,NA,888.3333333,1.871657754,46,36,71,71,65.036,45.44,#b5a674,60,2,99,99,99,97.02,#fcfcf7,stabilized,stabilized,4.482647992,1.399935179,0.521298806,0.010864043,0.104230719,0.923625306,225,80,150,150,78,5,129,1.1,1.1,NA,NA,2.475,1.056,754.2857143,0.055,39.28571429,Linda,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,Green roof,Farmer,Tertiary education,NA,I don't kNow,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,7,0.2,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.52338,28.236895,1.8,yes
0102A.2019.11.06,216,1.0407,Stabilized,Middle,Yes,8,7.71,15.97,1.81,18.88,,,69.2,8.21,353.5911602,69333,69.3,1409,1.41,581.6,320.6,481,10.05347594,1.898096257,5.32,1.004416,1.889751116,13.02631579,49.14893617,1.346167558,42,66,24,24,19.248,8.16,#3d3115,45,72,78,78,63.96,21.84,#c7a338,fresh,fresh,0.340766616,0.263014385,0.872198673,0.507896579,0.712668632,0.488092317,300,38,180,180,NA,NA,232,2.16,2.16,NA,NA,6.48,1.4688,122.4,NA,NA,Ngombe,Household,NA,Household,NA,16,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,16,0.75,Paper,Yes,Plastics,,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.36667667,28.32806333,4.5,yes
0103A.2019.11.06,217,1.0808,Stabilized,Stabilized,Yes,10,7.96,26.6,3.09,33.43,,,60.8,14.47,368.2847896,56533,56.5,3071,3.07,1114,360.2,940,9.946524064,3.325122995,1.0164,0.33978252,9.786033121,55.58835104,18.40390879,1.083101953,51,59,13,13,11.8495,5.33,#211e0e,29,87,40,40,22.02,5.2,#66380d,middle,fresh,0.254419192,0.212731125,0.89615677,0.398444414,0.631224535,0.596285927,300,73,200,200,NA,NA,183,2.15,2.15,NA,NA,6.45,2.5155,628.875,NA,NA,Ngombe,Household,NA,Household,NA,20,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business woman,Secondary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,20,0.2,Paper,No,,,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.36099333,28.33447667,4.9,yes
0104A.2019.11.06,218,1.026,Middle,Fresh,No,0,6.81,13.1,14.52,148.97,,,71.05,NA,NA,203733,203.7,1677,1.68,NA,NA,NA,10.69518717,15.93262033,6.552,9.7605144,1.632354574,31.08974359,121.25,9.483702576,48,57,21,21,18.606,9.03,#362f17,NA,NA,NA,NA,NA,NA,NA,middle,NA,6.056702213,0.841179747,0.773812479,0.189502505,0.435318854,0.634081341,300,230,220,160,NA,NA,37,0.26,0.26,NA,NA,0.78,0.598,59.8,NA,NA,Ngombe Kasisi,Household,NA,Household,NA,10,Cement block walls,NA,NA,Metal sheets,NA,NA,Business woman,Primary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,10,3,Paper,Yes,,,Bathing,Yes,No,0.5,No,-15.35423833,28.33164,4.8,no
0105A.2019.11.06,219,1.027,Stabilized,Stabilized,Yes,5,8.34,25.3,14.23,146.18,,,29.85,NA,NA,126933,126.9,3714,3.71,NA,NA,NA,9.411764706,13.75811765,4.438,6.4874684,2.393410194,28.59396124,34.20485175,3.708387506,60,19,12,12,12,9.72,#1f1f19,NA,NA,NA,NA,NA,NA,NA,stabilized,NA,5.938060364,0.546016631,0.872297853,0.43092718,0.65645044,0.573550816,220,40,170,170,NA,NA,181,1.98,1.98,NA,NA,4.356,0.7722,3.2175,NA,NA,Ngombe Kasisi,Household,NA,Household,NA,30,Cement block walls,NA,NA,Metal sheets,NA,NA,Business woman,Primary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,30,8,Paper,Yes,Plastics,Chlorine,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.35304833,28.33415167,4.9,no
0106A.2019.11.06,220,1.0785,Stabilized,Stabilized,No,0,7.21,1.175,3.6,38.83,,,47.61,24.08,568.8888889,22400,22.4,195,0.19,19.4,5.4,103,9.090909091,3.53,2.688,1.0437504,3.382034632,8.333333333,117.8947368,18.57894737,60,13,9,9,9,7.83,#171714,57,10,93,93,92.535,83.7,#edecd5,stabilized,stabilized,0.477939591,0.220968291,0.897681758,0.339505734,0.582671206,0.710476548,300,190,230,220,100,183,64,3.61,3.61,NA,NA,10.83,8.5196,131.0707692,6.6063,101.6353846,Chamba valley,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Septic tank,Septic tank,NA,NA,No,NA,Cistern flush,wet,5,13,Paper,Yes,Plastics,,Toilet,Yes,Yes,Never emptied,System has never been emptied,-15.36335,28.340255,3.3,yes
0107A.2019.11.06,221,1.2167,Middle,Fresh,No,0,6.87,16.12,13.95,169.78,,,79.81,NA,NA,197333,197.3,3314,3.31,NA,NA,NA,10.26737968,17.43195722,4.48,7.606144,2.291825821,44.04017857,59.60725076,5.266452333,49,57,29,29,25.9695,12.47,#4a4220,NA,NA,NA,NA,NA,NA,NA,fresh,NA,21.30694824,2.335311267,0.566104712,0.074515855,0.272975923,0.475354779,150,100,210,200,NA,NA,64,1.12,1.12,NA,NA,1.68,0.9632,437.8181818,NA,NA,Ngombe,Household,NA,Household,NA,22,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,>2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,22,10,Paper,Yes,Plastics and bottles,,Toilet,No,No,0.1,Yes,-15.35807167,28.32417833,4.6,no
0108A.2019.11.06,222,1.0638,Middle,Middle,No,0,6.05,13.07,13.61,144.79,,,78.5,NA,NA,190933,190.9,2170,2.17,NA,NA,NA,10.26737968,14.86613904,5.04,7.297416,2.037178508,37.87698413,87.97235023,6.850755317,47,61,27,27,23.4315,10.53,#453c1b,NA,NA,NA,NA,NA,NA,NA,fresh,NA,14.50342045,1.593878558,0.663114338,0.094115673,0.306782778,0.507472942,150,40,160,127,NA,NA,138,0.92,0.92,NA,NA,1.38,0.1104,1.533333333,NA,NA,Ngombe,Household,NA,Household,NA,4,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,4,18,Paper,Yes,Plastics,,Bathing,Yes,No,Never emptied,System has never been emptied,-15.3616,28.32291167,2.9,no
0109A.2019.11.06-1,223,1.2315,Fresh,Fresh,No,0,6.52,14.46,16.32,201.01,,,70.65,NA,NA,251733,251.7,3229,3.23,NA,NA,NA,10.26737968,20.63845989,5.964,11.9882364,1.721559302,42.20321932,77.92569659,6.389616066,44,69,34,34,27.744,10.54,#57471b,NA,NA,NA,NA,NA,NA,NA,fresh,NA,16.05176821,1.547260154,0.688597188,0.129925899,0.360452353,0.577240879,130,60,110,90,NA,NA,69,0.42,0.42,NA,NA,0.546,0.2562,18.3,NA,NA,Ngombe,Household,NA,Household,NA,7,Cement block walls,NA,NA,Corrugated iron,NA,NA,Business man,Secondary education,NA,1001-2000 ZMK,Unlined pit latrine,Pit latrine,NA,NA,No,NA,Dry toilet,dry,7,2,Paper,Yes,Plastics,Chlorine,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.361845,28.32239833,4.4,no
0109A.2019.11.06-2,224,1.156,Fresh,Fresh,No,0,7.11,14.15,19.34,223.58,,,57.16,NA,NA,226133,226.1,3458,3.46,NA,NA,NA,9.732620321,21.76019251,1.932,4.3195656,5.037588158,117.0289855,65.34682081,6.289072981,46,61,25,25,21.44166667,9.75,#403719,NA,NA,NA,NA,NA,NA,NA,fresh,NA,16.05168144,1.5222026,0.702718389,0.143888698,0.379326638,0.595086782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
0108B.2019.11.06,225,1.175,Fresh,Fresh,No,0,6.04,9.1,13.77,161.75,,,71.61,NA,NA,168533,168.5,1471,1.47,NA,NA,NA,10.37433155,16.78048128,1.848,2.98914,7.523670625,91.17965368,114.6258503,11.41529339,43,62,34,34,28.02733333,12.92,#574721,NA,NA,NA,NA,NA,NA,NA,fresh,NA,17.16819922,1.762157085,0.648759737,0.096326018,0.310364331,0.562591019,245,200,200,160,NA,NA,56,2.23,2.23,NA,NA,5.4635,4.2147,19.15772727,NA,NA,Zingalume,Household,NA,Household,A structure having 4 tenants,22,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Tertiary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,22,>10,Paper,Yes,Clothe,No,Toilet Bathing,Yes,No,Never emptied,System has never been emptied,-15.36994333,28.22067667,4.8,no
0109B.2019.11.06,226,1.061,Stabilized,Stabilized,No,0,7.24,2.38,2.34,24.84,,,47.07,8.27,253.4188034,178133,178.1,217,0.22,47.6,20.3,85,9.625668449,2.391016043,3.892,0.9667728,2.473193332,45.76053443,809.5454545,10.86825474,51,24,11,11,10.604,8.36,#1c1b15,60,8,94,94,94,86.48,#f0f0dd,stabilized,stabilized,0.278510244,0.129010908,0.940048839,0.749427875,0.865695025,0.337684152,190,148,188,280,128,67,43,1.07,1.07,NA,NA,2.033,1.5729,2.0972,0.7169,0.955866667,Zingalume,House of worship,NA,Non-household,It's a church,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,750,19,Paper,Yes,Plastic,No,Toilet Bathing,No,Yes,1,Yes,-15.37131,28.22481833,2.7,yes
0110B.2019.11.06,227,1.0594,Stabilized,Stabilized,No,0,7.72,2.17,0.15,1.55,,,89.64,0.56,273.3333333,59733,59.7,268,0.27,6.4,43.8,37,10.26737968,0.159144385,4.872,0.075516,2.107426043,12.25369458,221.1111111,0.589423648,49,21,86,86,82.689,67.94,#dbd3ad,55,11,96,96,95.12,85.44,#f5f3da,stabilized,stabilized,0.63699447,0.422951494,0.807334358,0.110405831,0.332273729,0.886069615,240,175,260,200,175,5,65,2.07,2.07,NA,NA,4.968,3.6225,362.25,0.1035,10.35,Barlastone,Household,NA,Household,NA,5,Cement block walls,NA,NA,Corrugated iron,NA,Blue roof,Businessman,I don't want to say,NA,I don't want to say,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,5,2,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.36395333,28.23252,4.3,yes
0111B.2019.11.06,228,1.0565,Stabilized,Stabilized,No,0,7.68,1.815,0.19,2.05,,,NA,2.21,1063.157895,82133,82.1,228,0.23,9.1,46.7,21,NA,NA,NA,NA,NA,NA,356.9565217,NA,50,32,78,78,73.84,53.04,#c7bc87,47,10,97,97,94.89833333,87.3,#f7f2df,stabilized,stabilized,0.288261711,0.281946007,0.859657136,0.206366775,0.4542761,0.777262292,230,133,185,250,172,5,NA,NA,4.625,NA,NA,10.6375,6.15125,4271.701389,0.23125,160.5902778,Barlastone,Household,NA,Household,Boarding house,18,Cement block walls,NA,NA,Corrugated iron,NA,Green roof,Business lady,I don't want to say,NA,I don't want to say,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,18,0.08,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.35775667,28.23368667,5,yes
0112B.2019.11.06,229,1.0702,Middle,Middle,Yes,5,7.44,24.4,5.43,58.15,,,68.18,13.89,155.801105,66133,66.1,3188,3.19,452.2,83.2,530,9.304812834,5.410748663,5.404,3.142426,1.721838052,12.23168024,20.72100313,1.696159455,50,20,12,12,11.6,9.6,#1f1e18,38,82,64,64,44.75733333,11.52,#a3721d,middle,fresh,0.730075712,0.156986784,0.939195386,0.756444641,0.86973826,0.563854368,300,158,145,150,NA,NA,125,1.25,1.25,NA,NA,3.75,2.1875,104.1666667,NA,NA,Zingalume,Household,NA,Household,NA,21,Cement block walls,NA,NA,Asbestos,NA,NA,Businessman,Secondary education,NA,>2000 ZMK,Lined pit latrine - completely sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,21,1,Paper,Yes,Clothe and plastic,No,Toilet,I don't know,No,Never emptied,System has never been emptied,-15.364545,28.24012167,4.9,yes
0113B.2019.11.06,230,1.0637,Stabilized,Stabilized,No,0,7.66,1.516,0.4,4.21,,,87.87,12.34,2985,33067,33.1,221,0.22,11.9,30,15,8.663101604,0.364716578,0,0,NA,NA,150.4545455,1.657802625,45,17,9,9,8.6175,7.47,#171613,60,6,94,94,94,88.36,#f0f0e1,stabilized,stabilized,0.190018673,0.188728569,0.905764726,0.355805906,0.596494682,0.749129289,220,165,180,355,160,11,55,1.92,1.92,NA,NA,4.224,3.168,64.65306122,0.2112,4.310204082,Zingalume,Household,NA,Household,Farm area space ,7,Cement block walls,NA,NA,Corrugated iron,NA,Green roof,Farmer,I don't want to say,NA,I don't want to say,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,7,7,Paper,Yes,Plastic,No,Toilet Bathing Laundry Kitchen,No,Yes,Never emptied,System has never been emptied,-15.35317833,28.23896333,3.9,yes
0114B.2019.11.06,231,1.0547,Stabilized,Middle,Yes,3,7.48,0.986,0.74,7.82,,,79.16,88.87,11909.45946,21333,21.3,184,0.18,9.3,12.5,20,15.50802139,1.212727273,3.003,0.2348346,5.164176287,7.092907093,118.3333333,6.737373737,40,59,24,24,19.28,9.84,#3d3119,56,7,96,96,95.552,89.28,#f5f4e4,middle,stabilized,0.412674596,0.378095002,0.814373295,0.186384231,0.4317224,0.829156706,155,95,240,200,92,20,71,2.01,2.01,NA,NA,3.1155,1.6884,67.536,0.402,16.08,Zingalume,Other (please specify),Farm ,Non-household,Farm,NA,Cement block walls,NA,NA,Corrugated iron,NA,NA,NA,NA,NA,NA,Septic tank,Septic tank,NA,No,Yes,Soak pit,Cistern flush,wet,25,1,Paper,Yes,Plastic,No,Toilet Bathing,No,Yes,Never emptied,System has never been emptied,-15.38674,28.2198,5,yes
0110A.2019.11.07,232,1.2009,Fresh,Fresh,No,0,6.42,11.12,15.28,183.51,,,69.59,NA,NA,102400,102.4,2332,2.33,NA,NA,NA,9.411764706,17.27152941,4.62,8.478162,2.037178508,22.16450216,43.94849785,7.412673567,40,67,27,27,20.97,8.91,#453517,NA,NA,NA,NA,NA,NA,NA,fresh,NA,17.53895172,1.658339058,0.682020467,0.127171753,0.356611487,0.563122206,225,35,235,150,NA,NA,55,1.5,1.5,NA,NA,3.375,2.55,31.875,NA,NA,Mtendere East,Household,NA,Household,NA,5,Brick walls,NA,None,Corrugated iron,NA,None,Not working,I don't want to say,NA,0-500 ZMK,Lined pit latrine - Not sealed,Pit latrine,NA,NA,No,NA,Dry toilet,dry,5,8,Paper,Yes,Plastics,Chlorine,I don't kNow,No,No,Never emptied,No,-15.39252333,28.384725,2.9,no
